id,Locality,Type of property,Subtype of property,Price,Type of sale,Number of rooms,Living Area,Fully equipped kitchen,Furnished,Fireplace,Terrace,Terrace area,Garden,Garden area,Surface of the land,Surface area of the plot of land,Number of facades,Swimming pool,State of the building,Compound Listing
20322667,2550,APARTMENT,APARTMENT,245000,residential_sale,1,78,1.0,,0,1.0,7.0,,,,,,,GOOD,single
20315788,9051,APARTMENT,APARTMENT,250000,residential_sale,1,59,1.0,0.0,0,1.0,10.0,,,,,,,GOOD,compound
20315824,9051,APARTMENT,APARTMENT,310000,residential_sale,2,81,1.0,0.0,0,1.0,10.0,,,,,,,GOOD,compound
20315286,9051,APARTMENT,APARTMENT,355000,residential_sale,2,91,1.0,0.0,0,1.0,14.0,,,,,,,GOOD,compound
20315820,9051,APARTMENT,APARTMENT,380000,residential_sale,2,99,1.0,0.0,0,1.0,10.0,,,,,,,GOOD,compound
20322139,1170,APARTMENT,APARTMENT,500000,residential_sale,3,160,1.0,,0,1.0,70.0,,,,,3.0,0.0,GOOD,single
20324040,8370,APARTMENT,APARTMENT,205000,residential_sale,1,55,1.0,1.0,0,1.0,,,,,,2.0,,GOOD,single
20314343,9000,APARTMENT,APARTMENT,255000,residential_sale,1,74,1.0,0.0,0,1.0,12.0,,,,,,,GOOD,compound
20314383,9000,APARTMENT,APARTMENT,320000,residential_sale,2,76,1.0,0.0,0,1.0,12.0,,,,,,,GOOD,compound
20314279,9000,APARTMENT,APARTMENT,355000,residential_sale,2,91,1.0,0.0,0,1.0,14.0,,,,,,,GOOD,compound
20314338,9000,APARTMENT,APARTMENT,390000,residential_sale,2,96,1.0,0.0,0,1.0,16.0,,,,,,,GOOD,compound
20321683,2660,HOUSE,HOUSE,295000,residential_sale,5,145,1.0,,0,1.0,20.0,1.0,176.0,176.0,277.0,2.0,,GOOD,single
20324240,1040,APARTMENT,APARTMENT,195000,residential_sale,1,50,1.0,0.0,0,,,,,,,2.0,0.0,TO_RENOVATE,single
20310301,9700,APARTMENT,APARTMENT,292105,residential_sale,2,86,1.0,0.0,0,1.0,4.0,,,,,2.0,0.0,AS_NEW,compound
20310299,9700,APARTMENT,APARTMENT,329000,residential_sale,2,101,1.0,0.0,0,1.0,8.0,,,,,2.0,0.0,AS_NEW,compound
20324034,9600,APARTMENT,APARTMENT,195000,residential_sale,1,60,1.0,,0,,,,,,,,,JUST_RENOVATED,single
20319563,8770,APARTMENT,GROUND_FLOOR,175000,residential_sale,1,85,1.0,,0,,,1.0,50.0,50.0,,2.0,,GOOD,single
20315674,1180,HOUSE,HOUSE,595000,residential_sale,4,171,1.0,0.0,0,1.0,15.0,1.0,30.0,30.0,110.0,2.0,0.0,GOOD,single
20319527,8434,APARTMENT,APARTMENT,169000,residential_sale,1,65,1.0,,0,,,,,,,2.0,,GOOD,single
20317859,1755,HOUSE,HOUSE,560000,residential_sale,4,350,1.0,,0,1.0,40.0,1.0,32.0,32.0,3270.0,3.0,,GOOD,single
20304816,2600,APARTMENT,APARTMENT,319000,residential_sale,3,100,1.0,,0,1.0,4.0,,,,,2.0,,JUST_RENOVATED,single
20324592,9620,HOUSE,VILLA,790000,residential_sale,4,600,,1.0,0,1.0,,,,,2603.0,4.0,,TO_BE_DONE_UP,single
20315651,9100,APARTMENT,APARTMENT,125000,residential_sale,1,68,1.0,,0,1.0,10.0,,,,,,,TO_RENOVATE,single
20321509,8870,APARTMENT,APARTMENT,218000,residential_sale,2,81,1.0,0.0,0,1.0,,,,,,,,,compound
20321514,8870,APARTMENT,APARTMENT,236000,residential_sale,2,83,1.0,0.0,0,1.0,,,,,,,,,compound
20321931,2490,APARTMENT,APARTMENT,287073,residential_sale,2,107,1.0,,0,1.0,14.0,,,,,2.0,,,compound
20321937,2490,APARTMENT,APARTMENT,399395,residential_sale,3,129,1.0,,0,1.0,23.0,,,,,2.0,,,compound
20321636,9052,APARTMENT,APARTMENT,367726,residential_sale,1,124,1.0,0.0,0,1.0,10.0,,,,,3.0,0.0,,compound
20321631,9052,APARTMENT,APARTMENT,419368,residential_sale,2,99,1.0,0.0,0,1.0,10.0,,,,,2.0,0.0,,compound
20321635,9052,APARTMENT,APARTMENT,429210,residential_sale,2,100,1.0,0.0,0,1.0,12.0,,,,,3.0,0.0,,compound
20321639,9052,APARTMENT,APARTMENT,556453,residential_sale,3,131,1.0,0.0,0,1.0,18.0,,,,,2.0,0.0,,compound
20321623,9000,APARTMENT,APARTMENT,666410,residential_sale,2,92,1.0,0.0,0,1.0,9.0,,,,,2.0,0.0,AS_NEW,compound
20317718,9000,APARTMENT,APARTMENT,390000,residential_sale,3,96,1.0,0.0,0,1.0,29.0,,,,,2.0,0.0,AS_NEW,compound
20320701,1000,APARTMENT,FLAT_STUDIO,265000,residential_sale,0,40,,,0,1.0,3.0,,,,,3.0,,AS_NEW,compound
20320702,1000,APARTMENT,FLAT_STUDIO,285000,residential_sale,0,40,,,0,1.0,3.0,,,,,3.0,,AS_NEW,compound
20320700,1000,APARTMENT,APARTMENT,330125,residential_sale,1,65,,,0,1.0,4.0,,,,,3.0,,AS_NEW,compound
20320703,1000,APARTMENT,APARTMENT,430000,residential_sale,2,83,,,0,1.0,4.0,,,,,3.0,,AS_NEW,compound
20318334,1070,APARTMENT,APARTMENT,291500,residential_sale,1,84,1.0,0.0,0,1.0,7.0,,,,,2.0,0.0,AS_NEW,compound
20318336,1070,APARTMENT,PENTHOUSE,385500,residential_sale,2,95,1.0,0.0,0,1.0,26.0,1.0,20.0,20.0,,2.0,0.0,AS_NEW,compound
